GICDeviceID,SampleDateTime,GICMeasured
10238,8/25/2018 6:04:11 PM,-2.60
10238,8/25/2018 6:14:12 PM,-2.60
10238,8/25/2018 6:24:13 PM,-2.50
10238,8/25/2018 6:34:14 PM,-2.50
10238,8/25/2018 6:44:15 PM,-2.50
10238,8/25/2018 6:52:55 PM,-2.60
10238,8/25/2018 6:54:16 PM,-2.60
10238,8/25/2018 7:04:17 PM,-2.60
10238,8/25/2018 7:14:07 PM,-2.70
10238,8/25/2018 7:14:17 PM,-2.70
10238,8/25/2018 7:24:18 PM,-2.70
10238,8/25/2018 7:34:19 PM,-2.70
10238,8/25/2018 7:43:10 PM,-2.80
10238,8/25/2018 7:44:20 PM,-2.80
10238,8/25/2018 7:46:36 PM,-2.70
10238,8/25/2018 7:54:21 PM,-2.70
10238,8/25/2018 8:04:22 PM,-2.70
10238,8/25/2018 8:14:23 PM,-2.80
10238,8/25/2018 8:19:59 PM,-2.90
10238,8/25/2018 8:24:24 PM,-2.90
10238,8/25/2018 8:34:24 PM,-2.90
10238,8/25/2018 8:41:21 PM,-2.80
10238,8/25/2018 8:44:25 PM,-2.80
10238,8/25/2018 8:46:47 PM,-2.70
10238,8/25/2018 8:48:27 PM,-2.60
10238,8/25/2018 8:54:26 PM,-2.60
10238,8/25/2018 8:55:58 PM,-2.50
10238,8/25/2018 8:57:38 PM,-2.40
10238,8/25/2018 9:00:53 PM,-2.60
10238,8/25/2018 9:01:44 PM,-2.20
10238,8/25/2018 9:04:27 PM,-2.50
10238,8/25/2018 9:04:27 PM,-2.30
10238,8/25/2018 9:05:44 PM,-2.40
10238,8/25/2018 9:07:54 PM,-2.50
10238,8/25/2018 9:08:34 PM,-2.60
10238,8/25/2018 9:10:10 PM,-2.70
10238,8/25/2018 9:10:55 PM,-2.80
10238,8/25/2018 9:11:40 PM,-2.90
10238,8/25/2018 9:14:28 PM,-2.90
10238,8/25/2018 9:16:55 PM,-3.00
10238,8/25/2018 9:19:00 PM,-3.10
10238,8/25/2018 9:20:21 PM,-3.20
10238,8/25/2018 9:21:21 PM,-3.30
10238,8/25/2018 9:24:29 PM,-3.40
10238,8/25/2018 9:34:30 PM,-3.30
10238,8/25/2018 9:38:03 PM,-2.90
10238,8/25/2018 9:43:33 PM,-3.20
10238,8/25/2018 9:44:31 PM,-3.20
10238,8/25/2018 9:54:31 PM,-3.20
10238,8/25/2018 10:00:15 PM,-3.10
10238,8/25/2018 10:03:05 PM,-3.00
10238,8/25/2018 10:04:32 PM,-3.00
10238,8/25/2018 10:14:33 PM,-2.90
10238,8/25/2018 10:24:34 PM,-2.90
10238,8/25/2018 10:26:28 PM,-3.00
10238,8/25/2018 10:34:35 PM,-3.10
10238,8/25/2018 10:37:59 PM,-3.00
10238,8/25/2018 10:40:29 PM,-2.90
10238,8/25/2018 10:43:15 PM,-2.80
10238,8/25/2018 10:44:36 PM,-2.70
10238,8/25/2018 10:50:45 PM,-2.60
10238,8/25/2018 10:54:37 PM,-2.70
10238,8/25/2018 11:04:38 PM,-2.70
10238,8/25/2018 11:14:03 PM,-2.50
10238,8/25/2018 11:14:38 PM,-2.50
10238,8/25/2018 11:21:19 PM,-2.60
10238,8/25/2018 11:22:39 PM,-2.70
10238,8/25/2018 11:24:39 PM,-2.80
10238,8/25/2018 11:34:40 PM,-2.80
10238,8/25/2018 11:44:41 PM,-2.80
10238,8/25/2018 11:54:42 PM,-2.90
10238,8/25/2018 11:59:38 PM,-2.80
10238,8/26/2018 12:01:23 AM,-2.70
10238,8/26/2018 12:04:43 AM,-2.70
10238,8/26/2018 12:13:54 AM,-2.80
10238,8/26/2018 12:14:44 AM,-2.90
10238,8/26/2018 12:16:25 AM,-3.00
10238,8/26/2018 12:19:10 AM,-3.10
10238,8/26/2018 12:24:45 AM,-3.20
10238,8/26/2018 12:26:21 AM,-3.30
10238,8/26/2018 12:27:36 AM,-3.40
10238,8/26/2018 12:27:37 AM,-3.40
10238,8/26/2018 12:31:57 AM,-3.30
10238,8/26/2018 12:32:54 AM,-3.20
10238,8/26/2018 12:33:35 AM,-3.10
10238,8/26/2018 12:34:20 AM,-3.00
10238,8/26/2018 12:34:45 AM,-3.40
10238,8/26/2018 12:35:06 AM,-2.90
10238,8/26/2018 12:37:22 AM,-3.30
10238,8/26/2018 12:38:37 AM,-3.20
10238,8/26/2018 12:39:52 AM,-3.10
10238,8/26/2018 12:41:57 AM,-3.00
10238,8/26/2018 12:43:17 AM,-2.90
10238,8/26/2018 12:44:46 AM,-2.80
10238,8/26/2018 12:52:23 AM,-2.90
10238,8/26/2018 12:54:47 AM,-3.00
10238,8/26/2018 1:03:20 AM,-2.90
10238,8/26/2018 1:04:48 AM,-2.80
10238,8/26/2018 1:06:35 AM,-2.70
10238,8/26/2018 1:08:10 AM,-2.60
10238,8/26/2018 1:13:41 AM,-2.70
10238,8/26/2018 1:14:49 AM,-2.70
10238,8/26/2018 1:16:11 AM,-2.80
10238,8/26/2018 1:17:26 AM,-2.90
10238,8/26/2018 1:19:01 AM,-3.00
10238,8/26/2018 1:24:50 AM,-3.00
10238,8/26/2018 1:30:22 AM,-2.90
10238,8/26/2018 1:31:33 AM,-2.80
10238,8/26/2018 1:31:59 AM,-3.00
10238,8/26/2018 1:32:23 AM,-2.70
10238,8/26/2018 1:33:08 AM,-2.60
10238,8/26/2018 1:33:58 AM,-2.50
10238,8/26/2018 1:34:48 AM,-2.40
10238,8/26/2018 1:34:51 AM,-2.40
10238,8/26/2018 1:36:38 AM,-2.30
10238,8/26/2018 1:39:13 AM,-2.40
10238,8/26/2018 1:40:19 AM,-2.50
10238,8/26/2018 1:40:59 AM,-2.60
10238,8/26/2018 1:41:44 AM,-2.70
10238,8/26/2018 1:42:19 AM,-2.80
10238,8/26/2018 1:43:39 AM,-2.90
10238,8/26/2018 1:44:52 AM,-2.90
10238,8/26/2018 1:47:24 AM,-3.00
10238,8/26/2018 1:51:20 AM,-2.90
10238,8/26/2018 1:53:35 AM,-2.80
10238,8/26/2018 1:54:52 AM,-2.80
10238,8/26/2018 1:57:00 AM,-2.90
10238,8/26/2018 2:03:11 AM,-2.80
10238,8/26/2018 2:04:53 AM,-2.70
10238,8/26/2018 2:06:21 AM,-2.60
10238,8/26/2018 2:08:42 AM,-2.50
10238,8/26/2018 2:11:52 AM,-2.60
10238,8/26/2018 2:12:42 AM,-2.70
10238,8/26/2018 2:13:42 AM,-2.80
10238,8/26/2018 2:14:32 AM,-2.90
10238,8/26/2018 2:14:54 AM,-3.00
10238,8/26/2018 2:16:12 AM,-3.10
10238,8/26/2018 2:18:28 AM,-3.20
10238,8/26/2018 2:20:33 AM,-3.30
10238,8/26/2018 2:24:55 AM,-3.30
10238,8/26/2018 2:29:49 AM,-3.20
10238,8/26/2018 2:31:04 AM,-3.10
10238,8/26/2018 2:33:19 AM,-3.20
10238,8/26/2018 2:34:56 AM,-3.30
10238,8/26/2018 2:44:57 AM,-2.80
10238,8/26/2018 2:46:01 AM,-2.70
10238,8/26/2018 2:47:06 AM,-2.60
10238,8/26/2018 2:49:36 AM,-2.50
10238,8/26/2018 2:52:16 AM,-2.60
10238,8/26/2018 2:53:41 AM,-2.70
10238,8/26/2018 2:54:57 AM,-2.80
10238,8/26/2018 2:54:58 AM,-2.80
10238,8/26/2018 2:59:35 AM,-2.40
10238,8/26/2018 2:59:52 AM,-2.90
10238,8/26/2018 3:01:42 AM,-2.80
10238,8/26/2018 3:03:07 AM,-2.70
10238,8/26/2018 3:04:48 AM,-2.60
10238,8/26/2018 3:04:59 AM,-2.60
10238,8/26/2018 3:07:03 AM,-2.50
10238,8/26/2018 3:08:08 AM,-2.40
10238,8/26/2018 3:11:28 AM,-2.50
10238,8/26/2018 3:12:58 AM,-2.60
10238,8/26/2018 3:14:59 AM,-2.60
10238,8/26/2018 3:15:59 AM,-2.70
10238,8/26/2018 3:17:04 AM,-2.80
10238,8/26/2018 3:17:59 AM,-2.90
10238,8/26/2018 3:21:04 AM,-2.80
10238,8/26/2018 3:25:00 AM,-2.70
10238,8/26/2018 3:26:15 AM,-2.80
10238,8/26/2018 3:34:11 AM,-2.90
10238,8/26/2018 3:35:01 AM,-3.00
10238,8/26/2018 3:36:56 AM,-3.10
10238,8/26/2018 3:45:02 AM,-3.00
10238,8/26/2018 3:49:42 AM,-3.10
10238,8/26/2018 3:50:43 AM,-3.20
10238,8/26/2018 3:55:03 AM,-3.20
10238,8/26/2018 3:58:33 AM,-3.00
10238,8/26/2018 4:01:29 AM,-2.90
10238,8/26/2018 4:05:04 AM,-2.90
10238,8/26/2018 4:09:55 AM,-3.00
10238,8/26/2018 4:15:05 AM,-3.10
10238,8/26/2018 4:20:06 AM,-2.90
10238,8/26/2018 4:22:54 AM,-2.90
10238,8/26/2018 4:23:06 AM,-2.80
10238,8/26/2018 4:25:06 AM,-2.80
10238,8/26/2018 4:31:18 AM,-2.40
10238,8/26/2018 4:32:36 AM,-2.30
10238,8/26/2018 4:33:42 AM,-2.20
10238,8/26/2018 4:33:57 AM,-2.90
10238,8/26/2018 4:35:06 AM,-3.00
10238,8/26/2018 4:37:08 AM,-3.10
10238,8/26/2018 4:38:33 AM,-3.20
10238,8/26/2018 4:41:56 AM,-2.90
10238,8/26/2018 4:42:33 AM,-3.00
10238,8/26/2018 4:43:07 AM,-3.10
10238,8/26/2018 4:43:40 AM,-3.20
10238,8/26/2018 4:44:13 AM,-3.30
10238,8/26/2018 4:45:00 AM,-3.40
10238,8/26/2018 4:45:07 AM,-3.20
10238,8/26/2018 4:46:14 AM,-3.10
10238,8/26/2018 4:46:54 AM,-2.90
10238,8/26/2018 4:47:39 AM,-2.80
10238,8/26/2018 4:48:59 AM,-2.70
