GICDeviceID,SampleDateTime,GICMeasured
10236,8/25/2018 6:00:32 PM,0.20
10236,8/25/2018 6:01:32 PM,0.20
10236,8/25/2018 6:02:32 PM,0.30
10236,8/25/2018 6:03:32 PM,0.30
10236,8/25/2018 6:04:33 PM,0.30
10236,8/25/2018 6:05:33 PM,0.30
10236,8/25/2018 6:06:33 PM,0.30
10236,8/25/2018 6:07:33 PM,0.30
10236,8/25/2018 6:08:33 PM,0.30
10236,8/25/2018 6:09:33 PM,0.30
10236,8/25/2018 6:10:33 PM,0.30
10236,8/25/2018 6:11:33 PM,0.30
10236,8/25/2018 6:12:33 PM,0.30
10236,8/25/2018 6:13:33 PM,0.30
10236,8/25/2018 6:14:33 PM,0.30
10236,8/25/2018 6:15:33 PM,0.30
10236,8/25/2018 6:16:33 PM,0.30
10236,8/25/2018 6:17:33 PM,0.30
10236,8/25/2018 6:18:33 PM,0.30
10236,8/25/2018 6:19:33 PM,0.30
10236,8/25/2018 6:20:34 PM,0.30
10236,8/25/2018 6:21:34 PM,0.30
10236,8/25/2018 6:22:34 PM,0.30
10236,8/25/2018 6:23:34 PM,0.30
10236,8/25/2018 6:24:34 PM,0.30
10236,8/25/2018 6:25:34 PM,0.30
10236,8/25/2018 6:26:34 PM,0.30
10236,8/25/2018 6:27:34 PM,0.30
10236,8/25/2018 6:28:34 PM,0.30
10236,8/25/2018 6:29:34 PM,0.30
10236,8/25/2018 6:30:34 PM,0.30
10236,8/25/2018 6:31:34 PM,0.30
10236,8/25/2018 6:32:34 PM,0.20
10236,8/25/2018 6:33:34 PM,0.30
10236,8/25/2018 6:34:34 PM,0.30
10236,8/25/2018 6:35:34 PM,0.30
10236,8/25/2018 6:36:34 PM,0.30
10236,8/25/2018 6:37:35 PM,0.30
10236,8/25/2018 6:38:35 PM,0.30
10236,8/25/2018 6:39:35 PM,0.30
10236,8/25/2018 6:40:35 PM,0.30
10236,8/25/2018 6:41:35 PM,0.20
10236,8/25/2018 6:42:35 PM,0.20
10236,8/25/2018 6:43:35 PM,0.20
10236,8/25/2018 6:44:35 PM,0.20
10236,8/25/2018 6:45:35 PM,0.20
10236,8/25/2018 6:46:35 PM,0.20
10236,8/25/2018 6:47:35 PM,0.20
10236,8/25/2018 6:48:35 PM,0.20
10236,8/25/2018 6:49:35 PM,0.20
10236,8/25/2018 6:50:35 PM,0.20
10236,8/25/2018 6:51:35 PM,0.30
10236,8/25/2018 6:52:35 PM,0.30
10236,8/25/2018 6:53:36 PM,0.30
10236,8/25/2018 6:54:36 PM,0.30
10236,8/25/2018 6:55:36 PM,0.30
10236,8/25/2018 6:56:36 PM,0.30
10236,8/25/2018 6:57:36 PM,0.30
10236,8/25/2018 6:58:36 PM,0.30
10236,8/25/2018 6:59:36 PM,0.30
10236,8/25/2018 7:00:36 PM,0.20
10236,8/25/2018 7:01:36 PM,0.30
10236,8/25/2018 7:02:36 PM,0.30
10236,8/25/2018 7:03:36 PM,0.30
10236,8/25/2018 7:04:36 PM,0.30
10236,8/25/2018 7:05:36 PM,0.30
10236,8/25/2018 7:06:36 PM,0.30
10236,8/25/2018 7:07:36 PM,0.30
10236,8/25/2018 7:08:36 PM,0.30
10236,8/25/2018 7:09:37 PM,0.30
10236,8/25/2018 7:10:37 PM,0.30
10236,8/25/2018 7:11:37 PM,0.30
10236,8/25/2018 7:12:37 PM,0.30
10236,8/25/2018 7:13:37 PM,0.30
10236,8/25/2018 7:14:37 PM,0.40
10236,8/25/2018 7:15:37 PM,0.40
10236,8/25/2018 7:16:37 PM,0.40
10236,8/25/2018 7:17:37 PM,0.40
10236,8/25/2018 7:18:37 PM,0.30
10236,8/25/2018 7:19:37 PM,0.30
10236,8/25/2018 7:20:37 PM,0.40
10236,8/25/2018 7:21:37 PM,0.40
10236,8/25/2018 7:22:37 PM,0.40
10236,8/25/2018 7:23:37 PM,0.40
10236,8/25/2018 7:24:37 PM,0.40
10236,8/25/2018 7:25:38 PM,0.40
10236,8/25/2018 7:26:38 PM,0.30
10236,8/25/2018 7:27:38 PM,0.30
10236,8/25/2018 7:28:38 PM,0.30
10236,8/25/2018 7:29:38 PM,0.30
10236,8/25/2018 7:30:38 PM,0.30
10236,8/25/2018 7:31:38 PM,0.40
10236,8/25/2018 7:32:38 PM,0.40
10236,8/25/2018 7:33:38 PM,0.40
10236,8/25/2018 7:34:38 PM,0.40
10236,8/25/2018 7:35:38 PM,0.40
10236,8/25/2018 7:36:38 PM,0.40
10236,8/25/2018 7:37:38 PM,0.30
10236,8/25/2018 7:38:38 PM,0.30
10236,8/25/2018 7:39:38 PM,0.30
10236,8/25/2018 7:40:38 PM,0.30
10236,8/25/2018 7:41:39 PM,0.40
10236,8/25/2018 7:42:39 PM,0.40
10236,8/25/2018 7:43:39 PM,0.40
10236,8/25/2018 7:44:39 PM,0.40
10236,8/25/2018 7:45:39 PM,0.50
10236,8/25/2018 7:46:39 PM,0.40
10236,8/25/2018 7:47:39 PM,0.40
10236,8/25/2018 7:48:39 PM,0.30
10236,8/25/2018 7:49:39 PM,0.40
10236,8/25/2018 7:50:39 PM,0.40
10236,8/25/2018 7:51:39 PM,0.40
10236,8/25/2018 7:52:39 PM,0.40
10236,8/25/2018 7:53:39 PM,0.30
10236,8/25/2018 7:54:39 PM,0.30
10236,8/25/2018 7:55:39 PM,0.30
10236,8/25/2018 7:56:39 PM,0.30
10236,8/25/2018 7:57:39 PM,0.30
10236,8/25/2018 7:58:40 PM,0.40
10236,8/25/2018 7:59:40 PM,0.40
10236,8/25/2018 8:00:40 PM,0.40
10236,8/25/2018 8:01:40 PM,0.50
10236,8/25/2018 8:02:40 PM,0.40
10236,8/25/2018 8:03:40 PM,0.40
10236,8/25/2018 8:04:40 PM,0.30
10236,8/25/2018 8:05:40 PM,0.40
10236,8/25/2018 8:06:40 PM,0.40
10236,8/25/2018 8:07:40 PM,0.40
10236,8/25/2018 8:08:40 PM,0.30
10236,8/25/2018 8:09:40 PM,0.30
10236,8/25/2018 8:10:40 PM,0.30
10236,8/25/2018 8:11:40 PM,0.30
10236,8/25/2018 8:12:40 PM,0.30
10236,8/25/2018 8:13:40 PM,0.30
10236,8/25/2018 8:14:41 PM,0.30
10236,8/25/2018 8:15:41 PM,0.30
10236,8/25/2018 8:16:41 PM,0.40
10236,8/25/2018 8:17:41 PM,0.40
10236,8/25/2018 8:18:41 PM,0.40
10236,8/25/2018 8:19:41 PM,0.30
10236,8/25/2018 8:20:41 PM,0.30
10236,8/25/2018 8:21:41 PM,0.30
10236,8/25/2018 8:22:41 PM,0.40
10236,8/25/2018 8:23:41 PM,0.40
10236,8/25/2018 8:24:41 PM,0.30
10236,8/25/2018 8:25:41 PM,0.40
10236,8/25/2018 8:26:41 PM,0.40
10236,8/25/2018 8:27:41 PM,0.40
10236,8/25/2018 8:28:41 PM,0.40
10236,8/25/2018 8:29:41 PM,0.40
10236,8/25/2018 8:30:42 PM,0.40
10236,8/25/2018 8:31:42 PM,0.40
10236,8/25/2018 8:32:42 PM,0.40
10236,8/25/2018 8:33:42 PM,0.50
10236,8/25/2018 8:34:42 PM,0.50
10236,8/25/2018 8:35:42 PM,0.50
10236,8/25/2018 8:36:42 PM,0.50
10236,8/25/2018 8:37:42 PM,0.50
