Device ID, Start Date Time, End Date Time, Reason, Narrative
10238,08/25/2018 19:24:19,08/25/2018 19:34:18,3-Data Recording Device Malfunction,
10238,08/25/2018 19:54:22,08/25/2018 20:04:21,3-Data Recording Device Malfunction,
10238,08/25/2018 20:04:23,08/25/2018 20:14:22,3-Data Recording Device Malfunction,
10238,08/25/2018 21:24:30,08/25/2018 21:34:29,3-Data Recording Device Malfunction,
10238,08/25/2018 22:04:33,08/25/2018 22:14:32,3-Data Recording Device Malfunction,
10238,08/25/2018 22:14:34,08/25/2018 22:24:33,3-Data Recording Device Malfunction,
10238,08/25/2018 22:54:38,08/25/2018 23:04:37,3-Data Recording Device Malfunction,
10238,08/25/2018 23:24:40,08/25/2018 23:34:39,3-Data Recording Device Malfunction,
10238,08/25/2018 23:34:41,08/25/2018 23:44:40,3-Data Recording Device Malfunction,
10238,08/25/2018 23:44:42,08/25/2018 23:54:41,3-Data Recording Device Malfunction,
10238,08/26/2018 02:34:57,08/26/2018 02:44:56,3-Data Recording Device Malfunction,
10238,08/26/2018 07:45:24,08/26/2018 07:55:23,3-Data Recording Device Malfunction,
10238,08/26/2018 13:55:56,08/26/2018 14:05:55,3-Data Recording Device Malfunction,
10238,08/26/2018 14:36:00,08/26/2018 14:45:59,3-Data Recording Device Malfunction,
10238,08/26/2018 17:06:13,08/26/2018 17:16:12,3-Data Recording Device Malfunction,
10238,08/26/2018 17:16:14,08/26/2018 17:26:13,3-Data Recording Device Malfunction,
10238,08/26/2018 18:06:18,08/26/2018 18:16:17,3-Data Recording Device Malfunction,
10238,08/26/2018 18:36:21,08/26/2018 18:46:20,3-Data Recording Device Malfunction,
10238,08/26/2018 18:56:23,08/26/2018 19:06:22,3-Data Recording Device Malfunction,
10238,08/26/2018 20:06:29,08/26/2018 20:16:28,3-Data Recording Device Malfunction,
10238,08/26/2018 20:56:33,08/26/2018 21:06:32,3-Data Recording Device Malfunction,
10238,08/26/2018 21:06:34,08/26/2018 21:16:33,3-Data Recording Device Malfunction,
10238,08/26/2018 21:16:35,08/26/2018 21:26:34,3-Data Recording Device Malfunction,
10238,08/26/2018 21:26:36,08/26/2018 21:36:35,3-Data Recording Device Malfunction,
10238,08/26/2018 21:36:37,08/26/2018 21:46:36,3-Data Recording Device Malfunction,
10238,08/26/2018 21:56:38,08/26/2018 22:06:37,3-Data Recording Device Malfunction,
10238,08/26/2018 22:06:39,08/26/2018 22:16:38,3-Data Recording Device Malfunction,
10238,08/26/2018 22:16:40,08/26/2018 22:26:39,3-Data Recording Device Malfunction,
10238,08/26/2018 22:26:41,08/26/2018 22:36:40,3-Data Recording Device Malfunction,
10238,08/26/2018 22:36:42,08/26/2018 22:46:41,3-Data Recording Device Malfunction,
10238,08/26/2018 22:46:43,08/26/2018 22:56:42,3-Data Recording Device Malfunction,
10238,08/26/2018 22:56:44,08/26/2018 23:06:43,3-Data Recording Device Malfunction,
10238,08/26/2018 23:16:45,08/26/2018 23:26:44,3-Data Recording Device Malfunction,
10238,08/26/2018 23:26:46,08/26/2018 23:36:45,3-Data Recording Device Malfunction,
10238,08/26/2018 23:36:47,08/26/2018 23:46:46,3-Data Recording Device Malfunction,
10238,08/26/2018 23:46:48,08/26/2018 23:56:47,3-Data Recording Device Malfunction,
10239,08/25/2018 20:06:51,08/25/2018 20:19:25,3-Data Recording Device Malfunction,
10239,08/25/2018 20:31:23,08/25/2018 20:55:39,3-Data Recording Device Malfunction,
10239,08/25/2018 21:04:11,08/25/2018 21:23:25,3-Data Recording Device Malfunction,
10239,08/25/2018 21:24:58,08/25/2018 21:40:50,3-Data Recording Device Malfunction,
10239,08/25/2018 21:43:22,08/25/2018 21:55:39,3-Data Recording Device Malfunction,
10239,08/25/2018 22:04:50,08/25/2018 22:22:31,3-Data Recording Device Malfunction,
10239,08/25/2018 22:22:33,08/25/2018 22:32:36,3-Data Recording Device Malfunction,
10239,08/25/2018 23:55:41,08/26/2018 00:27:57,3-Data Recording Device Malfunction,
10239,08/26/2018 00:27:59,08/26/2018 00:38:23,3-Data Recording Device Malfunction,
10239,08/26/2018 00:55:42,08/26/2018 01:34:58,3-Data Recording Device Malfunction,
10239,08/26/2018 04:04:28,08/26/2018 04:32:03,3-Data Recording Device Malfunction,
10239,08/26/2018 04:38:25,08/26/2018 04:52:20,3-Data Recording Device Malfunction,
10239,08/26/2018 06:44:42,08/26/2018 06:55:41,3-Data Recording Device Malfunction,
10239,08/26/2018 07:15:34,08/26/2018 07:32:48,3-Data Recording Device Malfunction,
10239,08/26/2018 08:20:15,08/26/2018 08:38:34,3-Data Recording Device Malfunction,
10239,08/26/2018 08:38:36,08/26/2018 08:55:42,3-Data Recording Device Malfunction,
10239,08/26/2018 09:58:39,08/26/2018 10:08:58,3-Data Recording Device Malfunction,
10239,08/26/2018 10:28:31,08/26/2018 10:39:55,3-Data Recording Device Malfunction,
10239,08/26/2018 10:41:58,08/26/2018 10:55:42,3-Data Recording Device Malfunction,
10239,08/26/2018 10:58:19,08/26/2018 11:09:48,3-Data Recording Device Malfunction,
10239,08/26/2018 11:13:15,08/26/2018 11:55:43,3-Data Recording Device Malfunction,
10239,08/26/2018 11:55:45,08/26/2018 12:07:03,3-Data Recording Device Malfunction,
10239,08/26/2018 12:32:32,08/26/2018 12:43:01,3-Data Recording Device Malfunction,
10239,08/26/2018 12:45:08,08/26/2018 12:55:43,3-Data Recording Device Malfunction,
10239,08/26/2018 13:38:03,08/26/2018 13:53:37,3-Data Recording Device Malfunction,
10239,08/26/2018 15:35:05,08/26/2018 15:55:44,3-Data Recording Device Malfunction,
10239,08/26/2018 16:26:44,08/26/2018 16:37:03,3-Data Recording Device Malfunction,
10239,08/26/2018 17:32:23,08/26/2018 17:45:17,3-Data Recording Device Malfunction,
10239,08/26/2018 19:07:56,08/26/2018 19:21:44,3-Data Recording Device Malfunction,
10239,08/26/2018 19:34:02,08/26/2018 19:55:45,3-Data Recording Device Malfunction,
10239,08/26/2018 20:01:32,08/26/2018 20:55:45,3-Data Recording Device Malfunction,
10239,08/26/2018 21:03:12,08/26/2018 21:55:46,3-Data Recording Device Malfunction,
10239,08/26/2018 21:55:48,08/26/2018 22:24:48,3-Data Recording Device Malfunction,
10239,08/26/2018 22:24:50,08/26/2018 22:50:55,3-Data Recording Device Malfunction,
10239,08/26/2018 22:55:48,08/26/2018 23:09:47,3-Data Recording Device Malfunction,
10239,08/26/2018 23:16:34,08/26/2018 23:31:33,3-Data Recording Device Malfunction,
10239,08/26/2018 23:31:35,08/26/2018 23:55:46,3-Data Recording Device Malfunction,
10377,08/25/2018 18:00:00,08/27/2018 00:00:00,6-Data Quality (narrative required),Reading is x10
10378,08/25/2018 18:00:00,08/27/2018 00:00:00,6-Data Quality (narrative required),Reading is x10
10379,08/25/2018 18:00:00,08/27/2018 00:00:00,6-Data Quality (narrative required),Reading is x10
10385,08/25/2018 18:00:00,08/27/2018 00:00:00,1-GIC Monitor Malfunction,Failed comm link
10291,08/25/2018 18:00:00,08/27/2018 00:00:00,6-Data Quality (narrative required),Data compression for our historian causes a reduction of stored datapoints which in some cases makes a pulse look like a ramp
10292,08/25/2018 18:00:00,08/27/2018 00:00:00,6-Data Quality (narrative required),Data compression for our historian causes a reduction of stored datapoints which in some cases makes a pulse look like a ramp
10293,08/25/2018 18:00:00,08/27/2018 00:00:00,6-Data Quality (narrative required),Data compression for our historian causes a reduction of stored datapoints which in some cases makes a pulse look like a ramp
10294,08/25/2018 18:00:00,08/27/2018 00:00:00,6-Data Quality (narrative required),Data compression for our historian causes a reduction of stored datapoints which in some cases makes a pulse look like a ramp
10295,08/25/2018 18:00:00,08/27/2018 00:00:00,6-Data Quality (narrative required),Data compression for our historian causes a reduction of stored datapoints which in some cases makes a pulse look like a ramp
10296,08/25/2018 18:00:00,08/27/2018 00:00:00,6-Data Quality (narrative required),Data compression for our historian causes a reduction of stored datapoints which in some cases makes a pulse look like a ramp
