GICDeviceID,SampleDateTime,GICMeasured
10238,5/27/2017 3:02:50 PM,-1.70
10238,5/27/2017 3:12:51 PM,-1.80
10238,5/27/2017 3:22:52 PM,-1.80
10238,5/27/2017 3:32:53 PM,-1.70
10238,5/27/2017 3:42:54 PM,-2.10
10238,5/27/2017 3:52:54 PM,-1.70
10238,5/27/2017 4:02:55 PM,-1.80
10238,5/27/2017 4:12:56 PM,-1.70
10238,5/27/2017 4:22:57 PM,-1.60
10238,5/27/2017 4:32:58 PM,-1.50
10238,5/27/2017 4:42:59 PM,-1.50
10238,5/27/2017 4:53:00 PM,-1.40
10238,5/27/2017 5:03:01 PM,-1.50
10238,5/27/2017 5:13:01 PM,-1.60
10238,5/27/2017 5:23:02 PM,-1.60
10238,5/27/2017 5:33:03 PM,-1.70
10238,5/27/2017 5:43:04 PM,-1.60
10238,5/27/2017 5:53:05 PM,-1.60
10238,5/27/2017 6:03:06 PM,-1.70
10238,5/27/2017 6:13:07 PM,-1.70
10238,5/27/2017 6:23:08 PM,-1.70
10238,5/27/2017 6:33:08 PM,-1.60
10238,5/27/2017 6:43:09 PM,-1.60
10238,5/27/2017 6:53:10 PM,-1.60
10238,5/27/2017 7:03:11 PM,-1.80
10238,5/27/2017 7:13:12 PM,-1.80
10238,5/27/2017 7:23:13 PM,-1.90
10238,5/27/2017 7:33:14 PM,-2.10
10238,5/27/2017 7:43:15 PM,-2.00
10238,5/27/2017 7:53:15 PM,-2.00
10238,5/27/2017 8:03:16 PM,-2.10
10238,5/27/2017 8:13:17 PM,-2.00
10238,5/27/2017 8:23:18 PM,-2.20
10238,5/27/2017 8:33:19 PM,-2.10
10238,5/27/2017 8:43:20 PM,-2.10
10238,5/27/2017 8:53:21 PM,-2.20
10238,5/27/2017 9:03:22 PM,-2.40
10238,5/27/2017 9:13:22 PM,-2.40
10238,5/27/2017 9:23:23 PM,-2.20
10238,5/27/2017 9:33:24 PM,-2.20
10238,5/27/2017 9:43:25 PM,-2.30
10238,5/27/2017 9:53:26 PM,-2.80
10238,5/27/2017 10:03:27 PM,-2.50
10238,5/27/2017 10:13:28 PM,-2.30
10238,5/27/2017 10:23:29 PM,-2.30
10238,5/27/2017 10:33:29 PM,-2.20
10238,5/27/2017 10:43:30 PM,-2.20
10238,5/27/2017 10:53:31 PM,-2.30
10238,5/27/2017 11:03:32 PM,-2.00
10238,5/27/2017 11:13:33 PM,-2.50
10238,5/27/2017 11:23:34 PM,-3.10
10238,5/27/2017 11:33:35 PM,-2.90
10238,5/27/2017 11:43:36 PM,-2.60
10238,5/27/2017 11:53:36 PM,-2.30
10238,5/28/2017 12:03:37 AM,-2.00
10238,5/28/2017 12:13:38 AM,-2.10
10238,5/28/2017 12:23:39 AM,-2.60
10238,5/28/2017 12:33:40 AM,-2.60
10238,5/28/2017 12:43:41 AM,-3.50
10238,5/28/2017 12:53:42 AM,-3.00
10238,5/28/2017 1:03:43 AM,-2.00
10238,5/28/2017 1:13:43 AM,-2.50
10238,5/28/2017 1:23:44 AM,-2.50
10238,5/28/2017 1:33:45 AM,-2.50
10238,5/28/2017 1:43:46 AM,-2.40
10238,5/28/2017 1:53:47 AM,-2.30
10238,5/28/2017 2:03:48 AM,-2.10
10238,5/28/2017 2:13:49 AM,-1.90
10238,5/28/2017 2:23:50 AM,-2.80
10238,5/28/2017 2:33:50 AM,-3.10
10238,5/28/2017 2:43:51 AM,-2.20
10238,5/28/2017 2:53:52 AM,-1.50
10238,5/28/2017 3:03:53 AM,-1.30
10238,5/28/2017 3:13:54 AM,-3.30
10238,5/28/2017 3:23:55 AM,-2.80
10238,5/28/2017 3:33:56 AM,-0.60
10238,5/28/2017 3:43:57 AM,-0.80
10238,5/28/2017 3:53:57 AM,-4.40
10238,5/28/2017 4:03:58 AM,1.40
10238,5/28/2017 4:13:59 AM,1.20
10238,5/28/2017 4:24:00 AM,-1.50
10238,5/28/2017 4:34:01 AM,-2.00
10238,5/28/2017 4:44:02 AM,-3.10
10238,5/28/2017 4:54:03 AM,-3.00
10238,5/28/2017 5:04:04 AM,-2.30
10238,5/28/2017 5:14:04 AM,-3.60
10238,5/28/2017 5:24:05 AM,-2.30
10238,5/28/2017 5:34:06 AM,-1.90
10238,5/28/2017 5:44:07 AM,-2.50
10238,5/28/2017 5:54:08 AM,-2.70
10238,5/28/2017 6:04:09 AM,-2.90
10238,5/28/2017 6:14:10 AM,-2.10
10238,5/28/2017 6:24:11 AM,-1.90
10238,5/28/2017 6:34:11 AM,-2.00
10238,5/28/2017 6:44:12 AM,-2.20
10238,5/28/2017 6:54:13 AM,-2.60
