Device ID, Start Date Time, End Date Time, Reason, Narrative
10238,05/28/2017 09:54:30,05/28/2017 10:04:29,3-Data Recording Device Malfunction,
10238,05/28/2017 10:04:31,05/28/2017 10:14:30,3-Data Recording Device Malfunction,
10238,05/28/2017 10:14:32,05/28/2017 10:24:31,3-Data Recording Device Malfunction,
10238,05/28/2017 10:34:33,05/28/2017 10:44:32,3-Data Recording Device Malfunction,
10238,05/28/2017 10:44:34,05/28/2017 10:54:33,3-Data Recording Device Malfunction,
10238,05/28/2017 10:54:35,05/28/2017 11:04:34,3-Data Recording Device Malfunction,
10238,05/28/2017 11:04:36,05/28/2017 11:14:35,3-Data Recording Device Malfunction,
10238,05/28/2017 11:14:37,05/28/2017 11:24:36,3-Data Recording Device Malfunction,
10238,05/28/2017 11:24:38,05/28/2017 11:34:37,3-Data Recording Device Malfunction,
10238,05/28/2017 11:34:39,05/28/2017 11:44:38,3-Data Recording Device Malfunction,
10238,05/28/2017 11:54:40,05/28/2017 12:04:39,3-Data Recording Device Malfunction,
10238,05/28/2017 12:04:41,05/28/2017 12:14:40,3-Data Recording Device Malfunction,
10238,05/28/2017 12:14:42,05/28/2017 12:24:41,3-Data Recording Device Malfunction,
10238,05/28/2017 12:24:43,05/28/2017 12:34:42,3-Data Recording Device Malfunction,
10238,05/28/2017 12:34:44,05/28/2017 12:44:43,3-Data Recording Device Malfunction,
10238,05/28/2017 12:44:45,05/28/2017 12:54:44,3-Data Recording Device Malfunction,
10238,05/28/2017 12:54:46,05/28/2017 13:04:45,3-Data Recording Device Malfunction,
10238,05/28/2017 13:14:47,05/28/2017 13:24:46,3-Data Recording Device Malfunction,
10238,05/28/2017 13:24:48,05/28/2017 13:34:47,3-Data Recording Device Malfunction,
10238,05/28/2017 13:34:49,05/28/2017 13:44:48,3-Data Recording Device Malfunction,
10238,05/28/2017 13:44:50,05/28/2017 13:54:49,3-Data Recording Device Malfunction,
10238,05/28/2017 13:54:51,05/28/2017 14:04:50,3-Data Recording Device Malfunction,
10238,05/28/2017 14:04:52,05/28/2017 15:00:00,3-Data Recording Device Malfunction,
10291,05/27/2017 15:00:00,05/28/2017 15:00:00,6-Data Quality (narrative required),Data compression for our historian causes a reduction of stored datapoints which in some cases makes a pulse look like a ramp
10292,05/27/2017 15:00:00,05/28/2017 15:00:00,6-Data Quality (narrative required),Data compression for our historian causes a reduction of stored datapoints which in some cases makes a pulse look like a ramp
10293,05/27/2017 15:00:00,05/28/2017 15:00:00,6-Data Quality (narrative required),Data compression for our historian causes a reduction of stored datapoints which in some cases makes a pulse look like a ramp
10294,05/27/2017 15:00:00,05/28/2017 15:00:00,6-Data Quality (narrative required),Data compression for our historian causes a reduction of stored datapoints which in some cases makes a pulse look like a ramp
10295,05/27/2017 15:00:00,05/28/2017 15:00:00,6-Data Quality (narrative required),Data compression for our historian causes a reduction of stored datapoints which in some cases makes a pulse look like a ramp
10296,05/27/2017 15:00:00,05/28/2017 15:00:00,6-Data Quality (narrative required),Data compression for our historian causes a reduction of stored datapoints which in some cases makes a pulse look like a ramp
