Device ID, Start Date Time, End Date Time, Reason, Narrative
10236,09/28/2017 14:47:22,09/28/2017 15:03:20,3-Data Recording Device Malfunction,
10235,09/27/2017 15:00:00,09/27/2017 22:59:47,3-Data Recording Device Malfunction,
10237,09/27/2017 22:08:12,09/27/2017 22:20:48,3-Data Recording Device Malfunction,
10237,09/28/2017 08:33:00,09/28/2017 08:52:10,3-Data Recording Device Malfunction,
10237,09/28/2017 12:19:17,09/28/2017 12:30:03,3-Data Recording Device Malfunction,
10237,09/28/2017 13:36:44,09/28/2017 13:46:58,3-Data Recording Device Malfunction,
10237,09/28/2017 14:17:07,09/28/2017 14:32:52,3-Data Recording Device Malfunction,
10237,09/28/2017 16:32:54,09/28/2017 16:42:53,3-Data Recording Device Malfunction,
10237,09/28/2017 16:51:25,09/28/2017 17:04:34,3-Data Recording Device Malfunction,
10237,09/28/2017 17:32:54,09/28/2017 17:44:18,3-Data Recording Device Malfunction,
10237,09/28/2017 17:44:40,09/28/2017 18:05:35,3-Data Recording Device Malfunction,
10237,09/28/2017 18:20:29,09/28/2017 18:32:05,3-Data Recording Device Malfunction,
10237,09/28/2017 18:47:55,09/28/2017 19:00:56,3-Data Recording Device Malfunction,
10237,09/28/2017 20:18:31,09/28/2017 20:32:52,3-Data Recording Device Malfunction,
10237,09/28/2017 21:20:30,09/28/2017 21:32:53,3-Data Recording Device Malfunction,
10237,09/28/2017 21:32:55,09/28/2017 22:20:53,3-Data Recording Device Malfunction,
10237,09/28/2017 22:58:07,09/28/2017 23:17:02,3-Data Recording Device Malfunction,
10239,09/27/2017 15:06:24,09/27/2017 15:16:43,3-Data Recording Device Malfunction,
10239,09/27/2017 16:03:43,09/27/2017 16:18:40,3-Data Recording Device Malfunction,
10239,09/27/2017 16:18:42,09/27/2017 16:31:50,3-Data Recording Device Malfunction,
10239,09/27/2017 16:34:57,09/27/2017 16:48:56,3-Data Recording Device Malfunction,
10239,09/27/2017 16:48:58,09/27/2017 17:13:10,3-Data Recording Device Malfunction,
10239,09/27/2017 17:34:17,09/27/2017 17:57:13,3-Data Recording Device Malfunction,
10239,09/27/2017 18:47:49,09/27/2017 18:58:23,3-Data Recording Device Malfunction,
10239,09/27/2017 19:22:14,09/27/2017 19:33:28,3-Data Recording Device Malfunction,
10239,09/27/2017 20:33:37,09/27/2017 20:56:05,3-Data Recording Device Malfunction,
10239,09/27/2017 23:24:25,09/27/2017 23:34:59,3-Data Recording Device Malfunction,
10239,09/28/2017 03:18:46,09/28/2017 03:50:11,3-Data Recording Device Malfunction,
10239,09/28/2017 03:51:45,09/28/2017 04:14:10,3-Data Recording Device Malfunction,
10239,09/28/2017 04:46:39,09/28/2017 05:18:45,3-Data Recording Device Malfunction,
10239,09/28/2017 05:35:13,09/28/2017 05:49:34,3-Data Recording Device Malfunction,
10239,09/28/2017 05:50:24,09/28/2017 06:02:03,3-Data Recording Device Malfunction,
10239,09/28/2017 06:41:24,09/28/2017 06:52:03,3-Data Recording Device Malfunction,
10239,09/28/2017 07:34:08,09/28/2017 07:46:42,3-Data Recording Device Malfunction,
10239,09/28/2017 08:57:46,09/28/2017 09:09:31,3-Data Recording Device Malfunction,
10239,09/28/2017 11:18:48,09/28/2017 12:10:02,3-Data Recording Device Malfunction,
10239,09/28/2017 13:06:51,09/28/2017 13:18:25,3-Data Recording Device Malfunction,
10239,09/28/2017 14:18:49,09/28/2017 15:18:47,3-Data Recording Device Malfunction,
10239,09/28/2017 15:36:22,09/28/2017 16:13:36,3-Data Recording Device Malfunction,
10239,09/28/2017 17:07:39,09/28/2017 17:18:48,3-Data Recording Device Malfunction,
10239,09/28/2017 17:30:36,09/28/2017 17:46:45,3-Data Recording Device Malfunction,
10239,09/28/2017 18:07:04,09/28/2017 18:18:48,3-Data Recording Device Malfunction,
10239,09/28/2017 18:18:50,09/28/2017 18:46:44,3-Data Recording Device Malfunction,
10239,09/28/2017 19:02:50,09/28/2017 19:18:49,3-Data Recording Device Malfunction,
10239,09/28/2017 19:31:01,09/28/2017 19:41:41,3-Data Recording Device Malfunction,
10239,09/28/2017 20:07:19,09/28/2017 20:18:04,3-Data Recording Device Malfunction,
10239,09/28/2017 20:18:51,09/28/2017 20:33:55,3-Data Recording Device Malfunction,
10239,09/28/2017 21:43:00,09/28/2017 22:18:49,3-Data Recording Device Malfunction,
10239,09/28/2017 23:02:45,09/28/2017 23:18:50,3-Data Recording Device Malfunction,
10239,09/28/2017 23:41:16,09/29/2017 00:00:00,3-Data Recording Device Malfunction,
10323,09/28/2017 23:59:59,09/29/2017 00:00:00,1-GIC Monitor Malfunction,
10238,09/27/2017 16:17:38,09/27/2017 16:27:37,3-Data Recording Device Malfunction,
10238,09/27/2017 16:37:40,09/27/2017 16:47:39,3-Data Recording Device Malfunction,
10238,09/28/2017 03:08:35,09/28/2017 03:18:34,3-Data Recording Device Malfunction,
10238,09/28/2017 21:10:09,09/28/2017 21:20:08,3-Data Recording Device Malfunction,
10238,09/28/2017 21:20:10,09/28/2017 21:30:09,3-Data Recording Device Malfunction,
10238,09/28/2017 23:00:03,09/29/2017 00:00:00,3-Data Recording Device Malfunction,
10379,09/27/2017 15:00:00,09/29/2017 00:00:00,6-Data Quality (narrative required),Unknown issue
10383,09/27/2017 15:00:00,09/29/2017 00:00:00,5-Other (narrative required),Transformer was offline
10385,09/27/2017 15:00:00,09/29/2017 00:00:00,6-Data Quality (narrative required),Additional phenomena contributing to increased neutral current.
10065,09/27/2017 16:42:50,09/27/2017 17:12:20,1-GIC Monitor Malfunction,
10072,09/27/2017 16:42:40,09/27/2017 17:12:20,1-GIC Monitor Malfunction,
10076,09/27/2017 21:07:50,09/27/2017 23:50:50,1-GIC Monitor Malfunction,
10078,09/27/2017 16:42:50,09/27/2017 17:12:40,1-GIC Monitor Malfunction,
10291,09/27/2017 15:00:00,09/29/2017 00:00:00,6-Data Quality (narrative required),Data compression for our historian causes a reduction of stored datapoints which in some cases makes a pulse look like a ramp
10292,09/27/2017 15:00:00,09/29/2017 00:00:00,6-Data Quality (narrative required),Data compression for our historian causes a reduction of stored datapoints which in some cases makes a pulse look like a ramp
10293,09/27/2017 15:00:00,09/29/2017 00:00:00,6-Data Quality (narrative required),Data compression for our historian causes a reduction of stored datapoints which in some cases makes a pulse look like a ramp
10294,09/27/2017 15:00:00,09/29/2017 00:00:00,6-Data Quality (narrative required),Data compression for our historian causes a reduction of stored datapoints which in some cases makes a pulse look like a ramp
10295,09/27/2017 15:00:00,09/29/2017 00:00:00,6-Data Quality (narrative required),Data compression for our historian causes a reduction of stored datapoints which in some cases makes a pulse look like a ramp
10296,09/27/2017 15:00:00,09/29/2017 00:00:00,6-Data Quality (narrative required),Data compression for our historian causes a reduction of stored datapoints which in some cases makes a pulse look like a ramp
