GICDeviceID,SampleDateTime,GICMeasured
10239,9/27/2017 3:06:23 PM,-2.70
10239,9/27/2017 3:16:44 PM,-2.20
10239,9/27/2017 3:18:23 PM,-2.10
10239,9/27/2017 3:18:41 PM,-2.70
10239,9/27/2017 3:27:50 PM,-2.50
10239,9/27/2017 3:28:41 PM,-2.00
10239,9/27/2017 3:31:51 PM,-2.10
10239,9/27/2017 3:34:06 PM,-2.40
10239,9/27/2017 3:36:16 PM,-2.20
10239,9/27/2017 3:39:21 PM,-2.10
10239,9/27/2017 3:40:21 PM,-2.20
10239,9/27/2017 3:40:51 PM,-2.10
10239,9/27/2017 3:42:07 PM,-2.20
10239,9/27/2017 3:43:47 PM,-2.10
10239,9/27/2017 3:45:19 PM,-2.20
10239,9/27/2017 3:47:02 PM,-2.20
10239,9/27/2017 3:50:16 PM,-2.10
10239,9/27/2017 3:52:53 PM,-2.10
10239,9/27/2017 3:55:29 PM,-2.20
10239,9/27/2017 4:03:42 PM,-2.10
10239,9/27/2017 4:18:41 PM,-2.20
10239,9/27/2017 4:31:51 PM,-2.10
10239,9/27/2017 4:34:56 PM,-2.20
10239,9/27/2017 4:48:57 PM,-2.30
10239,9/27/2017 5:13:11 PM,-2.30
10239,9/27/2017 5:13:15 PM,0.00
10239,9/27/2017 5:13:16 PM,0.00
10239,9/27/2017 5:13:16 PM,-2.30
10239,9/27/2017 5:15:56 PM,-2.20
10239,9/27/2017 5:18:42 PM,-2.20
10239,9/27/2017 5:24:37 PM,-2.30
10239,9/27/2017 5:34:16 PM,-3.80
10239,9/27/2017 5:57:14 PM,-4.70
10239,9/27/2017 6:02:28 PM,-5.40
10239,9/27/2017 6:03:14 PM,-5.80
10239,9/27/2017 6:12:15 PM,-5.20
10239,9/27/2017 6:14:13 PM,-4.90
10239,9/27/2017 6:18:41 PM,-4.00
10239,9/27/2017 6:18:42 PM,-2.10
10239,9/27/2017 6:19:19 PM,-3.90
10239,9/27/2017 6:20:07 PM,-3.80
10239,9/27/2017 6:21:01 PM,-3.70
10239,9/27/2017 6:22:56 PM,-3.50
10239,9/27/2017 6:24:02 PM,-3.40
10239,9/27/2017 6:24:59 PM,-3.20
10239,9/27/2017 6:28:03 PM,-2.00
10239,9/27/2017 6:28:38 PM,-3.10
10239,9/27/2017 6:28:38 PM,-3.30
10239,9/27/2017 6:29:41 PM,-3.20
10239,9/27/2017 6:36:13 PM,-3.10
10239,9/27/2017 6:39:07 PM,-3.00
10239,9/27/2017 6:40:41 PM,-2.90
10239,9/27/2017 6:43:24 PM,-2.80
10239,9/27/2017 6:44:38 PM,-2.70
10239,9/27/2017 6:46:03 PM,-2.60
10239,9/27/2017 6:47:48 PM,-2.50
10239,9/27/2017 6:58:24 PM,-2.60
10239,9/27/2017 7:02:16 PM,-2.10
10239,9/27/2017 7:02:52 PM,-2.50
10239,9/27/2017 7:04:36 PM,-2.00
10239,9/27/2017 7:09:52 PM,-1.90
10239,9/27/2017 7:14:27 PM,-2.00
10239,9/27/2017 7:15:36 PM,-2.60
10239,9/27/2017 7:16:02 PM,-2.10
10239,9/27/2017 7:18:07 PM,-2.20
10239,9/27/2017 7:18:43 PM,-2.20
10239,9/27/2017 7:19:57 PM,-2.30
10239,9/27/2017 7:22:13 PM,-2.40
10239,9/27/2017 7:33:29 PM,-2.50
10239,9/27/2017 7:35:04 PM,-2.60
10239,9/27/2017 7:36:14 PM,-2.70
10239,9/27/2017 7:38:08 PM,-2.90
10239,9/27/2017 7:38:09 PM,-2.90
10239,9/27/2017 7:38:16 PM,-3.00
10239,9/27/2017 7:38:20 PM,-3.10
10239,9/27/2017 7:39:19 PM,-3.00
10239,9/27/2017 7:40:50 PM,-3.10
10239,9/27/2017 7:41:07 PM,-3.30
10239,9/27/2017 7:41:24 PM,-3.10
10239,9/27/2017 7:41:30 PM,-3.20
10239,9/27/2017 7:41:50 PM,-3.20
10239,9/27/2017 7:42:10 PM,-3.30
10239,9/27/2017 7:42:45 PM,-3.40
10239,9/27/2017 7:43:45 PM,-3.50
10239,9/27/2017 7:44:25 PM,-3.60
10239,9/27/2017 7:45:45 PM,-3.80
10239,9/27/2017 7:46:45 PM,-3.90
10239,9/27/2017 7:47:11 PM,-2.80
10239,9/27/2017 7:47:40 PM,-4.00
10239,9/27/2017 7:48:42 PM,-2.70
10239,9/27/2017 7:49:15 PM,-4.10
10239,9/27/2017 7:50:45 PM,-4.20
10239,9/27/2017 7:52:16 PM,-4.30
